iter,recovery_rate,latency_rate,susceptibility_0,susceptibility_5,susceptibility_25,susceptibility_50,susceptibility_65,relative_vaccineEfficacyVsInfection_0,relative_vaccineEfficacyVsInfection_0.5,relative_vaccineEfficacyVsInfection_16,relative_vaccineEfficacyVsInfection_65,vaccineEfficacyVsDeath_0,vaccineEfficacyVsDeath_20,vaccineEfficacyVsDeath_65,vaccineEfficacyVsHospitalization_0,vaccineEfficacyVsHospitalization_5,vaccineEfficacyVsHospitalization_16,vaccineEfficacyVsHospitalization_65,caseMortality_0,caseMortality_5,caseMortality_18,caseMortality_50,caseMortality_65,caseHospitalization_0,caseHospitalization_5,caseHospitalization_18,caseHospitalization_50,caseHospitalization_65,R0
77,0.35760268,0.499534727,0.926658781,0.731250451,0.833285285,0.553551685,0.639286851,0,0.957445878,0.722300017,0.494023541,0.523947436,0.43588271,0.363285224,0.702978891,0.495688236,0.347318436,0.525018207,6.40E-05,2.01E-05,0.001059382,0.001244427,0.016979691,0.008715869,0.002860802,0.009889386,0.016851276,0.016979691,1.265
78,0.314940072,0.416268401,0.94485168,0.894753347,0.81284338,0.586829682,0.939408329,0,0.713413655,0.682634614,0.54369442,0.564815791,0.674203039,0.636350543,0.610603123,0.552217147,0.345150475,0.471165056,0.000137657,2.65E-05,0.000475828,0.001089217,0.033422784,0.017845675,0.003590047,0.016996393,0.017590255,0.033422784,1.265
79,0.438597078,0.610018079,0.976109095,0.922293268,0.888043912,0.91531046,0.446174029,0,0.733337873,0.665454893,0.551315745,0.407506883,0.530926379,0.538721938,0.513466138,0.486736991,0.45513384,0.574851938,0.000185945,7.97E-05,0.000641557,0.001086173,0.021747161,0.013441615,0.001657049,0.016879849,0.006656524,0.021747161,1.265
80,0.52876176,0.488628554,0.921295157,0.737965085,0.893379334,0.595348844,0.864684358,0,0.608645354,0.654397548,0.521464187,0.467754627,0.486361455,0.437752179,0.524061231,0.612535788,0.459946127,0.581571622,6.47E-05,3.44E-05,0.000657961,0.001298114,0.014041994,0.007909766,0.001456016,0.005222048,0.019306216,0.014041994,1.265
81,0.292843778,0.4859902,0.914471708,0.967096613,0.77239657,0.815417141,0.484349366,0,0.81965593,0.591614537,0.44776354,0.72533681,0.555120076,0.302086268,0.539485089,0.444483481,0.290019465,0.542916571,7.45E-05,3.29E-05,0.000618248,0.001190214,0.023939695,0.007861239,0.004696405,0.020331732,0.015215445,0.023939695,1.265
82,0.646664724,0.626613449,0.901259942,0.770830584,0.628749157,0.781571346,0.469016544,0,0.6062228,0.643250099,0.507939596,0.684720703,0.431796319,0.35985792,0.575006505,0.50786989,0.413718979,0.511643626,0.000119642,1.58E-05,0.000923236,0.001037287,0.02438967,0.019540096,0.003288576,0.011293345,0.00675295,0.02438967,1.265
83,0.319371514,0.448810288,0.920580624,0.908897672,0.73451253,0.548661627,0.93363227,0,0.563614815,0.755099536,0.454020531,0.605573673,0.625844615,0.641546261,0.599725509,0.561911437,0.412570573,0.536197446,4.23E-05,5.10E-05,0.00112276,0.001163662,0.021933257,0.007913196,0.001027885,0.01321386,0.021070255,0.021933257,1.265
84,0.405725383,0.617145731,0.978076007,0.802874389,0.943008996,0.873362922,0.925439979,0,0.815607079,0.611272341,0.493090505,0.595133964,0.637825732,0.473122058,0.628637575,0.625417794,0.517413839,0.454720859,0.000192991,2.60E-05,0.000254091,0.000887572,0.002149471,0.015115638,0.004045981,0.008845351,0.024643744,0.002149471,1.265
85,0.221163256,0.522055108,0.900198006,0.911963774,0.903119844,0.843508859,0.681013789,0,0.672907338,0.657250605,0.557187184,0.606593742,0.654669667,0.458970354,0.551772647,0.466465331,0.431904515,0.47541479,7.25E-05,2.95E-05,0.00062304,0.000827603,0.021602909,0.008671756,0.000765834,0.005823821,0.024476195,0.021602909,1.265
86,0.320359379,0.485335489,0.948432962,0.745644094,0.793532718,0.59760878,0.672194862,0,0.903349261,0.659960649,0.506672263,0.412866758,0.499039235,0.643803903,0.634379557,0.361988997,0.324158868,0.575923181,0.000128378,3.46E-05,0.001137986,0.000552425,0.014319698,0.015780821,0.000919945,0.004297368,0.01264371,0.014319698,1.265
87,0.611775859,0.585894485,0.963735653,0.94441464,0.781033566,0.744368812,0.3697901,0,0.70704596,0.760142928,0.544915522,0.538212234,0.626305259,0.412130861,0.684191695,0.444722907,0.491968527,0.493118617,4.33E-05,6.26E-05,0.000321749,0.001198342,0.02128128,0.005679748,0.003648745,0.013725578,0.017477419,0.02128128,1.265
88,0.283568509,0.61102599,0.953475038,0.949535711,0.959571839,0.908332676,0.766888496,0,0.676288131,0.798515668,0.535598533,0.70385512,0.552629748,0.697425487,0.540510995,0.448787279,0.445651887,0.51688106,0.000146586,4.73E-05,0.000489152,0.001392261,0.005994029,0.012832236,0.001688341,0.008727597,0.020496572,0.005994029,1.265
89,0.299364792,0.496642931,0.994439579,0.999121311,0.78759442,0.957541167,0.605725716,0,0.891674468,0.781008754,0.540483362,0.514065788,0.563159837,0.49399073,0.523893539,0.432464841,0.327714102,0.459637331,0.000195903,2.28E-05,0.000884014,0.000706089,0.022764806,0.011907563,0.002096313,0.026121674,0.015798071,0.022764806,1.265
90,0.37654567,0.474444337,0.920658884,0.923999438,0.891449969,0.938223641,0.929758422,0,0.814043973,0.544245881,0.527032112,0.73263397,0.663759644,0.406429628,0.553110612,0.470993167,0.302184922,0.521057507,4.91E-05,5.98E-05,0.000697187,0.001071844,0.02526243,0.01074594,0.002056918,0.028971298,0.015969074,0.02526243,1.265
91,0.371131755,0.468536234,0.983729234,0.75659606,0.826963674,0.54789204,0.740340369,0,0.595908027,0.829999943,0.47041264,0.729326667,0.520702299,0.373516294,0.562353559,0.63767994,0.32008249,0.476846269,0.000124718,3.55E-05,0.000133523,0.000564749,0.022386753,0.018708316,0.003656381,0.004894197,0.014803174,0.022386753,1.265
92,0.367818206,0.568550196,0.936966216,0.838376598,0.69486424,0.563387958,0.907793321,0,0.794867782,0.777155743,0.561617295,0.726973312,0.495402963,0.334914815,0.52527967,0.500548061,0.273943958,0.506534502,4.22E-05,2.71E-05,0.000360875,0.000910212,0.019020104,0.007780403,0.000821831,0.016202751,0.021437025,0.019020104,1.265
93,0.343537792,0.444986154,0.903731594,0.896237943,0.636982942,0.598930352,0.674283905,0,0.668941881,0.709100826,0.457366839,0.667064582,0.429961266,0.37415346,0.657238711,0.410569207,0.432666729,0.401442358,9.27E-05,2.05E-05,0.000308248,0.001158374,0.012682719,0.022020488,0.004458534,0.015399393,0.01679658,0.012682719,1.265
94,0.441067802,0.522072194,0.937642443,0.785943791,0.677785785,0.67845423,0.330394418,0,0.640049444,0.871365804,0.458405239,0.460293427,0.468246195,0.395301175,0.592475263,0.421417785,0.542035674,0.499297681,0.000212285,2.64E-05,0.000670735,0.001197788,0.028144102,0.01368495,0.004597909,0.004467906,0.012751522,0.028144102,1.265
95,0.382250717,0.60445095,0.93352837,0.86699683,0.970649138,0.923586662,0.767974071,0,0.691346528,0.706223832,0.520171117,0.740177918,0.408688718,0.44050521,0.5497306,0.470819548,0.501028851,0.510665952,7.80E-05,2.06E-05,0.000260922,0.00036877,0.019829645,0.018380407,0.003114858,0.001966605,0.020051167,0.019829645,1.265
96,0.313513911,0.53293713,0.965017174,0.938022834,0.711701974,0.877556377,0.75215133,0,0.868971781,0.537987644,0.478360552,0.670730404,0.602656706,0.601635122,0.583872267,0.432551358,0.408914407,0.431523244,0.000200108,7.67E-05,0.00107626,0.000567917,0.016394336,0.010561812,0.002176363,0.022726576,0.003842114,0.016394336,1.265
97,0.416280314,0.620200363,0.957365514,0.729690117,0.656168666,0.646026662,0.323161156,0,0.791114782,0.71970338,0.484121581,0.647598106,0.434881357,0.557706454,0.578887665,0.496564985,0.397402422,0.522012257,0.000177627,4.59E-05,0.000204075,0.00151949,0.017549601,0.012943727,0.003515149,0.007847512,0.003537004,0.017549601,1.265
98,0.453363628,0.632598706,0.904278383,0.827056096,0.911378848,0.871788396,0.644664318,0,0.638988798,0.656412169,0.529761645,0.724347662,0.681985051,0.583515949,0.667335819,0.450771687,0.479814889,0.505257368,3.18E-05,5.76E-05,0.000248583,0.001096482,0.035661416,0.011331415,0.003541232,0.014985852,0.022468013,0.035661416,1.265
99,0.419346325,0.545988863,0.987157085,0.982715204,0.700347298,0.57901807,0.614687482,0,0.708741178,0.715153936,0.501395809,0.634420742,0.557456174,0.515957289,0.572147349,0.576697058,0.465773057,0.420100871,8.90E-05,1.87E-05,0.000260986,0.000493217,0.033000328,0.017086295,0.004339159,0.013667745,0.006928657,0.033000328,1.265
100,0.36800076,0.468023139,0.923144025,0.753016976,0.772088241,0.995739754,0.479697195,0,0.724533234,0.80615979,0.518329695,0.402276735,0.616196861,0.589005126,0.581142872,0.577532266,0.425024692,0.427426254,0.00013494,2.47E-05,0.000134508,0.000249485,0.008990063,0.009478148,0.003436195,0.011910412,0.016633053,0.008990063,1.265
101,0.415984672,0.487964105,0.912350245,0.899504929,0.877656464,0.866658701,0.62356965,0,0.772559314,0.649024792,0.453020063,0.673685651,0.607658315,0.522604238,0.594976216,0.508539679,0.460358959,0.445231227,3.16E-05,2.10E-05,0.000260443,0.000990927,0.018347049,0.01338777,0.003651739,0.007476599,0.009945953,0.018347049,1.265
102,0.238860311,0.482344459,0.978023289,0.913601324,0.939439585,0.735859465,0.887193911,0,0.49953959,0.623099409,0.51365413,0.554673785,0.429866442,0.5678494,0.619088923,0.482481239,0.367623159,0.447657531,9.92E-05,5.28E-05,0.000716376,0.000850223,0.029110497,0.011007165,0.001188141,0.016148667,0.017179856,0.029110497,1.265
103,0.552754848,0.706405897,0.973237396,0.707855971,0.791340702,0.692049367,0.612621037,0,0.496202501,0.779897074,0.45041922,0.534450894,0.647675361,0.539927132,0.613709049,0.614457759,0.401636618,0.517504288,6.23E-05,1.97E-05,0.000397657,0.000593712,0.027283783,0.008133042,0.002145815,0.006105321,0.007309469,0.027283783,1.265
104,0.264585085,0.517317394,0.97309494,0.724267431,0.674927027,0.602146568,0.39397554,0,0.612200823,0.717778601,0.530323228,0.548995031,0.509842714,0.400942786,0.686790749,0.551990267,0.494965268,0.430833489,6.10E-05,7.09E-05,0.000168731,0.001089999,0.020773227,0.019614768,0.001718846,0.023812204,0.015587468,0.020773227,1.265
105,0.485641289,0.544956346,0.904501054,0.950286971,0.832452172,0.523629509,0.76776786,0,0.775703443,0.632337442,0.548016459,0.683704831,0.601304502,0.429255695,0.594510679,0.543940515,0.396335125,0.547459353,4.99E-05,1.73E-05,0.000712492,0.001011579,0.009334286,0.013819098,0.002310339,0.012384874,0.018223616,0.009334286,1.265
106,0.752223866,0.481660789,0.95409417,0.900818356,0.612434687,0.579581326,0.669140087,0,0.761876713,0.831781916,0.503426832,0.653449275,0.610311734,0.664799957,0.463040731,0.530786102,0.338735217,0.504615936,0.000145474,5.14E-05,0.000761937,0.001290512,0.027293267,0.020034089,0.004595358,0.019067585,0.019307334,0.027293267,1.265
107,0.409452012,0.666690635,0.900726725,0.802968721,0.932624474,0.884473748,0.509811595,0,0.654724517,0.708101977,0.47364176,0.621382546,0.529095998,0.513443138,0.594013417,0.589553359,0.418059046,0.466947037,0.000189742,5.56E-05,0.001086399,0.000797669,0.017432001,0.013367714,0.001287435,0.016864361,0.018049886,0.017432001,1.265
108,0.368438203,0.413017644,0.943628226,0.960017781,0.821861623,0.666717388,0.612782606,0,0.705277289,0.639033705,0.522355321,0.415947579,0.5796244,0.519675761,0.475769946,0.440646782,0.551723162,0.469386699,5.97E-05,4.11E-05,0.000154959,0.001437706,0.014615575,0.016429567,0.001611017,0.021913588,0.017188831,0.014615575,1.265
109,0.313957627,0.819530345,0.929841975,0.926264236,0.689947425,0.626994491,0.418576497,0,0.890714204,0.798177903,0.516568484,0.510464654,0.523036782,0.380179437,0.608800523,0.410054526,0.450586609,0.482866269,0.000197614,2.73E-05,0.000460437,0.001085405,0.034094095,0.022385499,0.002330293,0.003727025,0.024404466,0.034094095,1.265
110,0.356438933,0.604269164,0.91501581,0.762552957,0.804675303,0.823568765,0.693122357,0,0.654391716,0.601132245,0.527341077,0.578504931,0.62484182,0.443664029,0.565627999,0.582344363,0.414017913,0.443684763,0.000155579,1.79E-05,0.000192676,0.001239658,0.020131074,0.012073575,0.00180117,0.004727238,0.017220157,0.020131074,1.265
111,0.321859907,0.530760491,0.961015862,0.719135933,0.95825627,0.836564607,0.395354853,0,0.587954682,0.733410411,0.558364363,0.72214537,0.590223594,0.36839758,0.527113928,0.564140713,0.527495101,0.477605562,3.77E-05,8.66E-05,0.000212311,0.001025377,0.022443303,0.022419317,0.00072956,0.020037927,0.01027631,0.022443303,1.265
112,0.320304679,0.447878979,0.930247324,0.943401068,0.631588464,0.981095512,0.486521077,0,0.794590285,0.585378749,0.472471031,0.506337693,0.597571546,0.6903662,0.537455128,0.542969218,0.35321731,0.449070406,3.75E-05,7.95E-05,0.001192055,0.000934808,0.017038337,0.024209431,0.001752003,0.008271566,0.004116674,0.017038337,1.265
113,0.449081534,0.476001209,0.987526373,0.972640087,0.657370317,0.896808572,0.328879567,0,0.797303353,0.708401262,0.533077265,0.544649938,0.682663362,0.547622334,0.58032996,0.614905313,0.466707695,0.510732228,5.41E-05,1.96E-05,0.001298541,0.000616622,0.018674728,0.017352837,0.001055982,0.02288385,0.026927595,0.018674728,1.265
114,0.412644201,0.500868878,0.961225173,0.958209791,0.728378631,0.5671543,0.806872905,0,0.642641501,0.566948533,0.541989101,0.547907067,0.538039782,0.638031644,0.623986228,0.494566856,0.439561382,0.466081509,6.84E-05,4.02E-05,0.000219051,0.001432939,0.023446807,0.013959937,0.00382643,0.014210819,0.020202698,0.023446807,1.265
115,0.291097027,0.591829615,0.971028695,0.791023421,0.811781906,0.937773218,0.317997632,0,0.548229803,0.611365365,0.547480768,0.673540772,0.56477802,0.498963124,0.574894815,0.482928372,0.506844318,0.549652379,0.000117457,4.83E-05,0.000132101,0.000656161,0.030041066,0.01454428,0.002860932,0.004569354,0.007070951,0.030041066,1.265
116,0.288269866,0.601189387,0.939987445,0.702349219,0.755850747,0.525591424,0.775567139,0,0.915165883,0.705571343,0.478002678,0.69117437,0.510515604,0.56383089,0.681029516,0.465179986,0.461119118,0.514459321,4.02E-05,3.64E-05,0.000693566,0.001099899,0.019161992,0.014635052,0.004080965,0.006931301,0.013891119,0.019161992,1.265
117,0.326870077,0.659305963,0.903685212,0.755257835,0.808764365,0.818390207,0.732146597,0,0.645754392,0.588555624,0.469147696,0.632621504,0.466150279,0.481162695,0.570495406,0.48250606,0.373786319,0.462320413,0.000104591,4.57E-05,0.000439658,0.000940771,0.012105726,0.014759338,0.003553434,0.015171908,0.007984301,0.012105726,1.265
118,0.514021283,0.489589289,0.927609646,0.93515,0.91554118,0.932759128,0.436535814,0,0.631680696,0.617256407,0.531212885,0.426774224,0.438022156,0.448427146,0.575011475,0.428615169,0.451047137,0.412120796,9.73E-05,1.82E-05,0.000432689,0.001380022,0.018201987,0.021568431,0.003398357,0.003734842,0.004391387,0.018201987,1.265
119,0.350671597,0.455715665,0.911923052,0.932814888,0.742305745,0.530399585,0.688287072,0,0.527062363,0.688901921,0.574158142,0.441532557,0.63449453,0.363360222,0.586957729,0.449901674,0.424934339,0.507150961,0.000155902,6.48E-05,0.000840073,0.001532319,0.020270684,0.006420115,0.002012119,0.025849689,0.015193841,0.020270684,1.265
120,0.348320702,0.502270303,0.95681525,0.948187436,0.750476539,0.863656069,0.657012548,0,0.548637583,0.814983289,0.514505872,0.68174521,0.638069852,0.651714827,0.66002069,0.494915757,0.387624488,0.560164562,3.05E-05,1.42E-05,0.000271166,0.001403282,0.024446857,0.01407119,0.001043284,0.015833497,0.006182559,0.024446857,1.265
121,0.390185263,0.596963763,0.906801841,0.845616608,0.790615289,0.921821296,0.607938605,0,0.647982749,0.613126589,0.508978899,0.531531413,0.588144113,0.451839275,0.480444301,0.511398325,0.369089399,0.529427706,0.000147662,5.44E-05,0.001145758,0.001295044,0.026464481,0.01425997,0.002559804,0.010564216,0.020600545,0.026464481,1.265
122,0.492730486,0.713462683,0.936967581,0.789957672,0.634489521,0.936591633,0.854140466,0,0.481108843,0.671403151,0.489111025,0.722727348,0.401162639,0.634898626,0.491813702,0.491416256,0.262712795,0.39293147,0.00012815,5.25E-05,0.000396626,0.001037727,0.02866091,0.018057836,0.001495026,0.007746312,0.014634358,0.02866091,1.265
123,0.399909925,0.56292766,0.928418538,0.853682144,0.666380169,0.916623991,0.530841258,0,0.625512516,0.697938324,0.535737086,0.434795539,0.484559358,0.405482407,0.503491709,0.546983698,0.535837883,0.41637512,0.000133852,3.89E-05,0.00066048,0.001221927,0.025090488,0.014230404,0.000784913,0.00743408,0.006499251,0.025090488,1.265
124,0.328665596,0.583630268,0.955709542,0.704868597,0.795242996,0.931929865,0.762768303,0,0.429159111,0.803561509,0.494344467,0.713792296,0.593858636,0.489523421,0.583574584,0.445216149,0.495466074,0.425564518,0.000159073,1.83E-05,0.000449444,0.001338489,0.025729646,0.009771964,0.001974267,0.005052496,0.004335704,0.025729646,1.265
125,0.45045922,0.486440282,0.96078915,0.793702678,0.885846953,0.69926595,0.431903677,0,0.728610734,0.841893725,0.500785948,0.496166908,0.422830625,0.685062231,0.631342865,0.595487659,0.284510842,0.508103978,0.000131057,2.86E-05,0.001086908,0.000930263,0.02993199,0.007826508,0.001817736,0.004233212,0.020933756,0.02993199,1.265
126,0.637231259,0.481097102,0.926584058,0.705201623,0.839842148,0.583138147,0.917629133,0,0.832192111,0.683366113,0.502769082,0.571941305,0.591928029,0.647572739,0.516424794,0.534078306,0.447657711,0.527854047,0.000112806,3.66E-05,0.000645555,0.001079471,0.027817327,0.013138101,0.000787759,0.016025354,0.02035856,0.027817327,1.265
127,0.335081128,0.462901787,0.949902669,0.779241173,0.989435067,0.708890886,0.959597745,0,0.607883843,0.730728241,0.492546746,0.711351262,0.592896089,0.461101002,0.689969123,0.482900598,0.507717218,0.413143936,7.57E-05,4.39E-05,0.000506637,0.00137908,0.034516321,0.021077239,0.001201607,0.016535246,0.018718257,0.034516321,1.265
128,0.553325833,0.507496212,0.998006797,0.843434286,0.931886799,0.844250697,0.312263467,0,0.709322476,0.792790222,0.449103196,0.540986002,0.577890131,0.599365902,0.548907296,0.399944571,0.395840148,0.468886097,0.000145359,9.62E-05,0.001212161,0.000671771,0.020747069,0.018041835,0.000892333,0.006702685,0.00990785,0.020747069,1.265
129,0.272480459,0.506117316,0.970909146,0.90659809,0.678067537,0.741241447,0.519049861,0,0.56015271,0.604134218,0.485124513,0.516899606,0.50543616,0.692118467,0.525397545,0.420875186,0.441166402,0.411052394,0.000153362,2.19E-05,0.000311491,0.001074253,0.03915686,0.020807776,0.00194576,0.003266686,0.019126699,0.03915686,1.265
130,0.34423839,0.650811872,0.982090898,0.970133486,0.706322667,0.820163374,0.905668451,0,0.787919045,0.724535494,0.528214376,0.711179738,0.455370243,0.499376012,0.621486079,0.402843637,0.328824232,0.489977194,8.30E-05,2.35E-05,0.000914299,0.001177076,0.017952152,0.021120328,0.004292868,0.01599081,0.015502528,0.017952152,1.265
131,0.682249342,0.545893568,0.90902551,0.853956191,0.923675659,0.629742603,0.907927451,0,0.763245953,0.610269592,0.513933499,0.695858291,0.435551187,0.549978232,0.628781933,0.378156712,0.426301638,0.532754845,9.82E-05,5.63E-05,0.000541053,0.000719058,0.023943634,0.015956063,0.003187788,0.011402101,0.013697307,0.023943634,1.265
132,0.417424586,0.537686368,0.993610081,0.944034455,0.668794251,0.669500147,0.599862225,0,0.633004974,0.59400884,0.501126294,0.527397077,0.519300454,0.493741775,0.604169281,0.507095442,0.429554365,0.485698207,0.000172694,2.66E-05,0.000144047,0.00117888,0.020730063,0.012332018,0.002478954,0.011392286,0.010987747,0.020730063,1.265
133,0.315219712,0.499195861,0.934439734,0.840306052,0.936109093,0.907863035,0.306158228,0,0.622598085,0.68702027,0.436069348,0.495237103,0.498133793,0.64984136,0.537181061,0.520118126,0.398208577,0.497167224,0.000180743,2.44E-05,0.001237105,0.000931581,0.00713786,0.016584887,0.00318949,0.018623535,0.016465412,0.00713786,1.265
134,0.283967431,0.739855239,0.959648482,0.892000811,0.840631606,0.668556893,0.625361841,0,0.539786462,0.682765944,0.515325063,0.497083022,0.559888581,0.335365204,0.520400487,0.595775235,0.476221547,0.402865292,4.89E-05,1.91E-05,0.000783759,0.000482831,0.026801577,0.010450038,0.004261217,0.020357036,0.020163233,0.026801577,1.265
